From,To,Sala A5-A7: Fill Level
2/12/2021 02:30,2/12/2021 02:40,49
2/12/2021 02:40,2/12/2021 02:50,57
2/12/2021 02:50,2/12/2021 03:00,64
2/12/2021 03:00,2/12/2021 03:10,74
2/12/2021 03:10,2/12/2021 03:20,92
2/12/2021 03:20,2/12/2021 03:30,98
2/12/2021 03:30,2/12/2021 03:40,113
2/12/2021 03:40,2/12/2021 03:50,114
2/12/2021 03:50,2/12/2021 04:00,80
2/12/2021 04:00,2/12/2021 04:10,0
2/12/2021 04:10,2/12/2021 04:20,0
2/12/2021 04:20,2/12/2021 04:30,1
2/12/2021 04:30,2/12/2021 04:40,0
2/12/2021 04:40,2/12/2021 04:50,1
2/12/2021 04:50,2/12/2021 05:00,2
2/12/2021 05:00,2/12/2021 05:10,2
2/12/2021 05:10,2/12/2021 05:20,3
2/12/2021 05:20,2/12/2021 05:30,4
2/12/2021 05:30,2/12/2021 05:40,2
2/12/2021 05:40,2/12/2021 05:50,2
2/12/2021 05:50,2/12/2021 06:00,1
2/12/2021 06:00,2/12/2021 06:10,2
2/12/2021 06:10,2/12/2021 06:20,1
2/12/2021 06:20,2/12/2021 06:30,1
2/12/2021 06:30,2/12/2021 06:40,4
2/12/2021 06:40,2/12/2021 06:50,8
2/12/2021 06:50,2/12/2021 07:00,17
2/12/2021 07:00,2/12/2021 07:10,24
2/12/2021 07:10,2/12/2021 07:20,35
2/12/2021 07:20,2/12/2021 07:30,54
2/12/2021 07:30,2/12/2021 07:40,51
2/12/2021 07:40,2/12/2021 07:50,23
2/12/2021 07:50,2/12/2021 08:00,12
2/12/2021 08:00,2/12/2021 08:10,17
2/12/2021 08:10,2/12/2021 08:20,20
2/12/2021 08:20,2/12/2021 08:30,20
2/12/2021 08:30,2/12/2021 08:40,25
2/12/2021 08:40,2/12/2021 08:50,28
2/12/2021 08:50,2/12/2021 09:00,35
2/12/2021 09:00,2/12/2021 09:10,47
2/12/2021 09:10,2/12/2021 09:20,63
2/12/2021 09:20,2/12/2021 09:30,79
2/12/2021 09:30,2/12/2021 09:40,60
2/12/2021 09:40,2/12/2021 09:50,9
2/12/2021 09:50,2/12/2021 10:00,3
2/12/2021 10:00,2/12/2021 10:10,2
2/12/2021 10:10,2/12/2021 10:20,2
2/12/2021 10:20,2/12/2021 10:30,1
2/12/2021 10:30,2/12/2021 10:40,3
2/12/2021 10:40,2/12/2021 10:50,1
2/12/2021 10:50,2/12/2021 11:00,1
2/12/2021 11:00,2/12/2021 11:10,0
2/12/2021 11:10,2/12/2021 11:20,0
2/12/2021 11:20,2/12/2021 11:30,0
2/12/2021 11:30,2/12/2021 11:40,1
2/12/2021 11:40,2/12/2021 11:50,0
2/12/2021 11:50,2/12/2021 12:00,0
2/12/2021 12:00,2/12/2021 12:10,1
2/12/2021 12:10,2/12/2021 12:20,0
2/12/2021 12:20,2/12/2021 12:30,1
2/12/2021 12:30,2/12/2021 12:40,1
2/12/2021 12:40,2/12/2021 12:50,0
2/12/2021 12:50,2/12/2021 13:00,0
2/12/2021 13:00,2/12/2021 13:10,0
2/12/2021 13:10,2/12/2021 13:20,0
2/12/2021 13:20,2/12/2021 13:30,0
2/12/2021 13:30,2/12/2021 13:40,1
2/12/2021 13:40,2/12/2021 13:50,2
2/12/2021 13:50,2/12/2021 14:00,2
2/12/2021 14:00,2/12/2021 14:10,2
2/12/2021 14:10,2/12/2021 14:20,4
2/12/2021 14:20,2/12/2021 14:30,4
2/12/2021 14:30,2/12/2021 14:40,3
2/12/2021 14:40,2/12/2021 14:50,3
2/12/2021 14:50,2/12/2021 15:00,3
2/12/2021 15:00,2/12/2021 15:10,5
2/12/2021 15:10,2/12/2021 15:20,7
2/12/2021 15:20,2/12/2021 15:30,5
2/12/2021 15:30,2/12/2021 15:40,4
2/12/2021 15:40,2/12/2021 15:50,4
2/12/2021 15:50,2/12/2021 16:00,5
2/12/2021 16:00,2/12/2021 16:10,6
2/12/2021 16:10,2/12/2021 16:20,20
2/12/2021 16:20,2/12/2021 16:30,31
2/12/2021 16:30,2/12/2021 16:40,50
2/12/2021 16:40,2/12/2021 16:50,68
2/12/2021 16:50,2/12/2021 17:00,84
2/12/2021 17:00,2/12/2021 17:10,88
2/12/2021 17:10,2/12/2021 17:20,41
2/12/2021 17:20,2/12/2021 17:30,14
2/12/2021 17:30,2/12/2021 17:40,14
2/12/2021 17:40,2/12/2021 17:50,7
2/12/2021 17:50,2/12/2021 18:00,6
2/12/2021 18:00,2/12/2021 18:10,6
2/12/2021 18:10,2/12/2021 18:20,6
2/12/2021 18:20,2/12/2021 18:30,7
2/12/2021 18:30,2/12/2021 18:40,6
2/12/2021 18:40,2/12/2021 18:50,6
2/12/2021 18:50,2/12/2021 19:00,6
2/12/2021 19:00,2/12/2021 19:10,7
2/12/2021 19:10,2/12/2021 19:20,9
2/12/2021 19:20,2/12/2021 19:30,12
2/12/2021 19:30,2/12/2021 19:40,14
2/12/2021 19:40,2/12/2021 19:50,15
2/12/2021 19:50,2/12/2021 20:00,19
2/12/2021 20:00,2/12/2021 20:10,16
2/12/2021 20:10,2/12/2021 20:20,10
2/12/2021 20:20,2/12/2021 20:30,6
2/12/2021 20:30,2/12/2021 20:40,8
2/12/2021 20:40,2/12/2021 20:50,9
2/12/2021 20:50,2/12/2021 21:00,9
2/12/2021 21:00,2/12/2021 21:10,12
2/12/2021 21:10,2/12/2021 21:20,11
2/12/2021 21:20,2/12/2021 21:30,8
2/12/2021 21:30,2/12/2021 21:40,7
2/12/2021 21:40,2/12/2021 21:50,8
2/12/2021 21:50,2/12/2021 22:00,11
2/12/2021 22:00,2/12/2021 22:10,11
2/12/2021 22:10,2/12/2021 22:20,12
2/12/2021 22:20,2/12/2021 22:30,14
2/12/2021 22:30,2/12/2021 22:40,18
2/12/2021 22:40,2/12/2021 22:50,21
2/12/2021 22:50,2/12/2021 23:00,28
2/12/2021 23:00,2/12/2021 23:10,34
2/12/2021 23:10,2/12/2021 23:20,38
2/12/2021 23:20,2/12/2021 23:30,40
2/12/2021 23:30,2/12/2021 23:40,45
2/12/2021 23:40,2/12/2021 23:50,52
2/12/2021 23:50,2/13/2021 00:00,54
2/13/2021 00:00,2/13/2021 00:10,57
2/13/2021 00:10,2/13/2021 00:20,62
2/13/2021 00:20,2/13/2021 00:30,89
2/13/2021 00:30,2/13/2021 00:40,119
2/13/2021 00:40,2/13/2021 00:50,124
2/13/2021 00:50,2/13/2021 01:00,96
2/13/2021 01:00,2/13/2021 01:10,105
2/13/2021 01:10,2/13/2021 01:20,98
2/13/2021 01:20,2/13/2021 01:30,61
2/13/2021 01:30,2/13/2021 01:40,22
2/13/2021 01:40,2/13/2021 01:50,16
2/13/2021 01:50,2/13/2021 02:00,17
2/13/2021 02:00,2/13/2021 02:10,22
2/13/2021 02:10,2/13/2021 02:20,26
2/13/2021 02:20,2/13/2021 02:30,28
2/13/2021 02:30,2/13/2021 02:40,35
2/13/2021 02:40,2/13/2021 02:50,37
2/13/2021 02:50,2/13/2021 03:00,50
2/13/2021 03:00,2/13/2021 03:10,62
2/13/2021 03:10,2/13/2021 03:20,64
2/13/2021 03:20,2/13/2021 03:30,68
2/13/2021 03:30,2/13/2021 03:40,77
2/13/2021 03:40,2/13/2021 03:50,77
2/13/2021 03:50,2/13/2021 04:00,19
2/13/2021 04:00,2/13/2021 04:10,5
2/13/2021 04:10,2/13/2021 04:20,1
2/13/2021 04:20,2/13/2021 04:30,0
2/13/2021 04:30,2/13/2021 04:40,0
2/13/2021 04:40,2/13/2021 04:50,1
2/13/2021 04:50,2/13/2021 05:00,1
2/13/2021 05:00,2/13/2021 05:10,1
2/13/2021 05:10,2/13/2021 05:20,1
2/13/2021 05:20,2/13/2021 05:30,1
2/13/2021 05:30,2/13/2021 05:40,1
2/13/2021 05:40,2/13/2021 05:50,1
2/13/2021 05:50,2/13/2021 06:00,1
2/13/2021 06:00,2/13/2021 06:10,1
2/13/2021 06:10,2/13/2021 06:20,1
2/13/2021 06:20,2/13/2021 06:30,3
2/13/2021 06:30,2/13/2021 06:40,3
2/13/2021 06:40,2/13/2021 06:50,2
2/13/2021 06:50,2/13/2021 07:00,3
2/13/2021 07:00,2/13/2021 07:10,8
2/13/2021 07:10,2/13/2021 07:20,12
2/13/2021 07:20,2/13/2021 07:30,14
2/13/2021 07:30,2/13/2021 07:40,14
2/13/2021 07:40,2/13/2021 07:50,18
2/13/2021 07:50,2/13/2021 08:00,23
2/13/2021 08:00,2/13/2021 08:10,25
2/13/2021 08:10,2/13/2021 08:20,27
2/13/2021 08:20,2/13/2021 08:30,40
2/13/2021 08:30,2/13/2021 08:40,48
2/13/2021 08:40,2/13/2021 08:50,66
2/13/2021 08:50,2/13/2021 09:00,83
2/13/2021 09:00,2/13/2021 09:10,89
2/13/2021 09:10,2/13/2021 09:20,68
2/13/2021 09:20,2/13/2021 09:30,29
2/13/2021 09:30,2/13/2021 09:40,17
2/13/2021 09:40,2/13/2021 09:50,12
2/13/2021 09:50,2/13/2021 10:00,4
2/13/2021 10:00,2/13/2021 10:10,3
2/13/2021 10:10,2/13/2021 10:20,2
2/13/2021 10:20,2/13/2021 10:30,1
2/13/2021 10:30,2/13/2021 10:40,1
2/13/2021 10:40,2/13/2021 10:50,1
2/13/2021 10:50,2/13/2021 11:00,1
2/13/2021 11:00,2/13/2021 11:10,1
2/13/2021 11:10,2/13/2021 11:20,1
2/13/2021 11:20,2/13/2021 11:30,1
2/13/2021 11:30,2/13/2021 11:40,1
2/13/2021 11:40,2/13/2021 11:50,1
2/13/2021 11:50,2/13/2021 12:00,1
2/13/2021 12:00,2/13/2021 12:10,1
2/13/2021 12:10,2/13/2021 12:20,1
2/13/2021 12:20,2/13/2021 12:30,0
2/13/2021 12:30,2/13/2021 12:40,0
2/13/2021 12:40,2/13/2021 12:50,0
2/13/2021 12:50,2/13/2021 13:00,0
2/13/2021 13:00,2/13/2021 13:10,0
2/13/2021 13:10,2/13/2021 13:20,1
2/13/2021 13:20,2/13/2021 13:30,0
2/13/2021 13:30,2/13/2021 13:40,2
2/13/2021 13:40,2/13/2021 13:50,0
2/13/2021 13:50,2/13/2021 14:00,0
2/13/2021 14:00,2/13/2021 14:10,0
2/13/2021 14:10,2/13/2021 14:20,1
2/13/2021 14:20,2/13/2021 14:30,2
2/13/2021 14:30,2/13/2021 14:40,1
2/13/2021 14:40,2/13/2021 14:50,1
2/13/2021 14:50,2/13/2021 15:00,0
2/13/2021 15:00,2/13/2021 15:10,0
2/13/2021 15:10,2/13/2021 15:20,0
2/13/2021 15:20,2/13/2021 15:30,0
2/13/2021 15:30,2/13/2021 15:40,0
2/13/2021 15:40,2/13/2021 15:50,0
2/13/2021 15:50,2/13/2021 16:00,1
2/13/2021 16:00,2/13/2021 16:10,1
2/13/2021 16:10,2/13/2021 16:20,2
2/13/2021 16:20,2/13/2021 16:30,3
2/13/2021 16:30,2/13/2021 16:40,4
2/13/2021 16:40,2/13/2021 16:50,4
2/13/2021 16:50,2/13/2021 17:00,6
2/13/2021 17:00,2/13/2021 17:10,6
2/13/2021 17:10,2/13/2021 17:20,5
2/13/2021 17:20,2/13/2021 17:30,6
2/13/2021 17:30,2/13/2021 17:40,5
2/13/2021 17:40,2/13/2021 17:50,5
2/13/2021 17:50,2/13/2021 18:00,7
2/13/2021 18:00,2/13/2021 18:10,5
2/13/2021 18:10,2/13/2021 18:20,6
2/13/2021 18:20,2/13/2021 18:30,6
2/13/2021 18:30,2/13/2021 18:40,5
2/13/2021 18:40,2/13/2021 18:50,5
2/13/2021 18:50,2/13/2021 19:00,5
2/13/2021 19:00,2/13/2021 19:10,5
2/13/2021 19:10,2/13/2021 19:20,6
2/13/2021 19:20,2/13/2021 19:30,5
2/13/2021 19:30,2/13/2021 19:40,6
2/13/2021 19:40,2/13/2021 19:50,5
2/13/2021 19:50,2/13/2021 20:00,5
2/13/2021 20:00,2/13/2021 20:10,5
2/13/2021 20:10,2/13/2021 20:20,5
2/13/2021 20:20,2/13/2021 20:30,5
2/13/2021 20:30,2/13/2021 20:40,5
2/13/2021 20:40,2/13/2021 20:50,5
2/13/2021 20:50,2/13/2021 21:00,5
2/13/2021 21:00,2/13/2021 21:10,5
2/13/2021 21:10,2/13/2021 21:20,5
2/13/2021 21:20,2/13/2021 21:30,7
2/13/2021 21:30,2/13/2021 21:40,5
2/13/2021 21:40,2/13/2021 21:50,5
2/13/2021 21:50,2/13/2021 22:00,5
2/13/2021 22:00,2/13/2021 22:10,5
2/13/2021 22:10,2/13/2021 22:20,5
2/13/2021 22:20,2/13/2021 22:30,5
2/13/2021 22:30,2/13/2021 22:40,5
2/13/2021 22:40,2/13/2021 22:50,5
2/13/2021 22:50,2/13/2021 23:00,5
2/13/2021 23:00,2/13/2021 23:10,5
2/13/2021 23:10,2/13/2021 23:20,6
2/13/2021 23:20,2/13/2021 23:30,5
2/13/2021 23:30,2/13/2021 23:40,5
2/13/2021 23:40,2/13/2021 23:50,5
2/13/2021 23:50,2/14/2021 00:00,5
2/14/2021 00:00,2/14/2021 00:10,5
2/14/2021 00:10,2/14/2021 00:20,5
2/14/2021 00:20,2/14/2021 00:30,5
2/14/2021 00:30,2/14/2021 00:40,5
2/14/2021 00:40,2/14/2021 00:50,5
2/14/2021 00:50,2/14/2021 01:00,6
2/14/2021 01:00,2/14/2021 01:10,5
2/14/2021 01:10,2/14/2021 01:20,5
2/14/2021 01:20,2/14/2021 01:30,8
2/14/2021 01:30,2/14/2021 01:40,10
2/14/2021 01:40,2/14/2021 01:50,12
2/14/2021 01:50,2/14/2021 02:00,17
2/14/2021 02:00,2/14/2021 02:10,26
2/14/2021 02:10,2/14/2021 02:20,29
2/14/2021 02:20,2/14/2021 02:30,28
2/14/2021 02:30,2/14/2021 02:40,32
2/14/2021 02:40,2/14/2021 02:50,39
2/14/2021 02:50,2/14/2021 03:00,43
2/14/2021 03:00,2/14/2021 03:10,50
2/14/2021 03:10,2/14/2021 03:20,66
2/14/2021 03:20,2/14/2021 03:30,77
2/14/2021 03:30,2/14/2021 03:40,80
2/14/2021 03:40,2/14/2021 03:50,69
2/14/2021 03:50,2/14/2021 04:00,53
2/14/2021 04:00,2/14/2021 04:10,0
2/14/2021 04:10,2/14/2021 04:20,1
2/14/2021 04:20,2/14/2021 04:30,2
2/14/2021 04:30,2/14/2021 04:40,0
2/14/2021 04:40,2/14/2021 04:50,1
2/14/2021 04:50,2/14/2021 05:00,0
2/14/2021 05:00,2/14/2021 05:10,0
2/14/2021 05:10,2/14/2021 05:20,0
2/14/2021 05:20,2/14/2021 05:30,0
2/14/2021 05:30,2/14/2021 05:40,0
2/14/2021 05:40,2/14/2021 05:50,3
2/14/2021 05:50,2/14/2021 06:00,4
2/14/2021 06:00,2/14/2021 06:10,6
2/14/2021 06:10,2/14/2021 06:20,9
2/14/2021 06:20,2/14/2021 06:30,12
2/14/2021 06:30,2/14/2021 06:40,17
2/14/2021 06:40,2/14/2021 06:50,30
2/14/2021 06:50,2/14/2021 07:00,34
2/14/2021 07:00,2/14/2021 07:10,43
2/14/2021 07:10,2/14/2021 07:20,51
2/14/2021 07:20,2/14/2021 07:30,22
2/14/2021 07:30,2/14/2021 07:40,11
2/14/2021 07:40,2/14/2021 07:50,9
2/14/2021 07:50,2/14/2021 08:00,8
2/14/2021 08:00,2/14/2021 08:10,9
2/14/2021 08:10,2/14/2021 08:20,7
2/14/2021 08:20,2/14/2021 08:30,8
2/14/2021 08:30,2/14/2021 08:40,7
2/14/2021 08:40,2/14/2021 08:50,7
2/14/2021 08:50,2/14/2021 09:00,7
2/14/2021 09:00,2/14/2021 09:10,7
2/14/2021 09:10,2/14/2021 09:20,8
2/14/2021 09:20,2/14/2021 09:30,8
2/14/2021 09:30,2/14/2021 09:40,8
2/14/2021 09:40,2/14/2021 09:50,9
2/14/2021 09:50,2/14/2021 10:00,8
2/14/2021 10:00,2/14/2021 10:10,7
2/14/2021 10:10,2/14/2021 10:20,7
2/14/2021 10:20,2/14/2021 10:30,9
2/14/2021 10:30,2/14/2021 10:40,9
2/14/2021 10:40,2/14/2021 10:50,9
2/14/2021 10:50,2/14/2021 11:00,8
2/14/2021 11:00,2/14/2021 11:10,8
2/14/2021 11:10,2/14/2021 11:20,8
2/14/2021 11:20,2/14/2021 11:30,8
2/14/2021 11:30,2/14/2021 11:40,8
2/14/2021 11:40,2/14/2021 11:50,8
2/14/2021 11:50,2/14/2021 12:00,8
2/14/2021 12:00,2/14/2021 12:10,9
2/14/2021 12:10,2/14/2021 12:20,9
2/14/2021 12:20,2/14/2021 12:30,8
2/14/2021 12:30,2/14/2021 12:40,7
2/14/2021 12:40,2/14/2021 12:50,7
2/14/2021 12:50,2/14/2021 13:00,7
2/14/2021 13:00,2/14/2021 13:10,6
2/14/2021 13:10,2/14/2021 13:20,6
2/14/2021 13:20,2/14/2021 13:30,6
2/14/2021 13:30,2/14/2021 13:40,6
2/14/2021 13:40,2/14/2021 13:50,7
2/14/2021 13:50,2/14/2021 14:00,7
2/14/2021 14:00,2/14/2021 14:10,7
2/14/2021 14:10,2/14/2021 14:20,8
2/14/2021 14:20,2/14/2021 14:30,9
2/14/2021 14:30,2/14/2021 14:40,8
2/14/2021 14:40,2/14/2021 14:50,8
2/14/2021 14:50,2/14/2021 15:00,8
2/14/2021 15:00,2/14/2021 15:10,8
2/14/2021 15:10,2/14/2021 15:20,8
2/14/2021 15:20,2/14/2021 15:30,8
2/14/2021 15:30,2/14/2021 15:40,8
2/14/2021 15:40,2/14/2021 15:50,8
2/14/2021 15:50,2/14/2021 16:00,8
2/14/2021 16:00,2/14/2021 16:10,8
2/14/2021 16:10,2/14/2021 16:20,8
2/14/2021 16:20,2/14/2021 16:30,8
2/14/2021 16:30,2/14/2021 16:40,8
2/14/2021 16:40,2/14/2021 16:50,8
2/14/2021 16:50,2/14/2021 17:00,9
2/14/2021 17:00,2/14/2021 17:10,9
2/14/2021 17:10,2/14/2021 17:20,8
2/14/2021 17:20,2/14/2021 17:30,8
2/14/2021 17:30,2/14/2021 17:40,8
2/14/2021 17:40,2/14/2021 17:50,8
2/14/2021 17:50,2/14/2021 18:00,8
2/14/2021 18:00,2/14/2021 18:10,8
2/14/2021 18:10,2/14/2021 18:20,8
2/14/2021 18:20,2/14/2021 18:30,8
2/14/2021 18:30,2/14/2021 18:40,8
2/14/2021 18:40,2/14/2021 18:50,8
2/14/2021 18:50,2/14/2021 19:00,8
2/14/2021 19:00,2/14/2021 19:10,8
2/14/2021 19:10,2/14/2021 19:20,8
2/14/2021 19:20,2/14/2021 19:30,8
2/14/2021 19:30,2/14/2021 19:40,8
2/14/2021 19:40,2/14/2021 19:50,8
2/14/2021 19:50,2/14/2021 20:00,8
2/14/2021 20:00,2/14/2021 20:10,8
2/14/2021 20:10,2/14/2021 20:20,8
2/14/2021 20:20,2/14/2021 20:30,8
2/14/2021 20:30,2/14/2021 20:40,8
2/14/2021 20:40,2/14/2021 20:50,8
2/14/2021 20:50,2/14/2021 21:00,9
2/14/2021 21:00,2/14/2021 21:10,9
2/14/2021 21:10,2/14/2021 21:20,9
2/14/2021 21:20,2/14/2021 21:30,43
2/14/2021 21:30,2/14/2021 21:40,84
2/14/2021 21:40,2/14/2021 21:50,19
2/14/2021 21:50,2/14/2021 22:00,2
2/14/2021 22:00,2/14/2021 22:10,2
2/14/2021 22:10,2/14/2021 22:20,2
2/14/2021 22:20,2/14/2021 22:30,2
2/14/2021 22:30,2/14/2021 22:40,2
2/14/2021 22:40,2/14/2021 22:50,4
2/14/2021 22:50,2/14/2021 23:00,2
2/14/2021 23:00,2/14/2021 23:10,2
2/14/2021 23:10,2/14/2021 23:20,2
2/14/2021 23:20,2/14/2021 23:30,2
2/14/2021 23:30,2/14/2021 23:40,2
2/14/2021 23:40,2/14/2021 23:50,3
2/14/2021 23:50,2/15/2021 00:00,3
2/15/2021 00:00,2/15/2021 00:10,2
2/15/2021 00:10,2/15/2021 00:20,4
2/15/2021 00:20,2/15/2021 00:30,7
2/15/2021 00:30,2/15/2021 00:40,6
2/15/2021 00:40,2/15/2021 00:50,7
2/15/2021 00:50,2/15/2021 01:00,7
2/15/2021 01:00,2/15/2021 01:10,8
2/15/2021 01:10,2/15/2021 01:20,7
2/15/2021 01:20,2/15/2021 01:30,11
2/15/2021 01:30,2/15/2021 01:40,11
2/15/2021 01:40,2/15/2021 01:50,13
2/15/2021 01:50,2/15/2021 02:00,15
2/15/2021 02:00,2/15/2021 02:10,14
2/15/2021 02:10,2/15/2021 02:20,18
2/15/2021 02:20,2/15/2021 02:30,22
2/15/2021 02:30,2/15/2021 02:40,31
2/15/2021 02:40,2/15/2021 02:50,38
2/15/2021 02:50,2/15/2021 03:00,44
2/15/2021 03:00,2/15/2021 03:10,52
2/15/2021 03:10,2/15/2021 03:20,61
2/15/2021 03:20,2/15/2021 03:30,63
2/15/2021 03:30,2/15/2021 03:40,68
2/15/2021 03:40,2/15/2021 03:50,60
2/15/2021 03:50,2/15/2021 04:00,48
2/15/2021 04:00,2/15/2021 04:10,3
2/15/2021 04:10,2/15/2021 04:20,0
2/15/2021 04:20,2/15/2021 04:30,1
2/15/2021 04:30,2/15/2021 04:40,3
2/15/2021 04:40,2/15/2021 04:50,0
2/15/2021 04:50,2/15/2021 05:00,1
2/15/2021 05:00,2/15/2021 05:10,0
2/15/2021 05:10,2/15/2021 05:20,1
2/15/2021 05:20,2/15/2021 05:30,0
2/15/2021 05:30,2/15/2021 05:40,0
2/15/2021 05:40,2/15/2021 05:50,1
2/15/2021 05:50,2/15/2021 06:00,1
2/15/2021 06:00,2/15/2021 06:10,1
2/15/2021 06:10,2/15/2021 06:20,1
2/15/2021 06:20,2/15/2021 06:30,2
2/15/2021 06:30,2/15/2021 06:40,0
2/15/2021 06:40,2/15/2021 06:50,0
2/15/2021 06:50,2/15/2021 07:00,0
2/15/2021 07:00,2/15/2021 07:10,0
2/15/2021 07:10,2/15/2021 07:20,0
2/15/2021 07:20,2/15/2021 07:30,1
2/15/2021 07:30,2/15/2021 07:40,0
2/15/2021 07:40,2/15/2021 07:50,0
2/15/2021 07:50,2/15/2021 08:00,0
2/15/2021 08:00,2/15/2021 08:10,1
2/15/2021 08:10,2/15/2021 08:20,1
2/15/2021 08:20,2/15/2021 08:30,0
2/15/2021 08:30,2/15/2021 08:40,1
2/15/2021 08:40,2/15/2021 08:50,1
2/15/2021 08:50,2/15/2021 09:00,3
2/15/2021 09:00,2/15/2021 09:10,1
2/15/2021 09:10,2/15/2021 09:20,1
2/15/2021 09:20,2/15/2021 09:30,1
2/15/2021 09:30,2/15/2021 09:40,1
2/15/2021 09:40,2/15/2021 09:50,1
2/15/2021 09:50,2/15/2021 10:00,1
2/15/2021 10:00,2/15/2021 10:10,1
2/15/2021 10:10,2/15/2021 10:20,1
2/15/2021 10:20,2/15/2021 10:30,1
2/15/2021 10:30,2/15/2021 10:40,2
2/15/2021 10:40,2/15/2021 10:50,3
2/15/2021 10:50,2/15/2021 11:00,2
2/15/2021 11:00,2/15/2021 11:10,5
2/15/2021 11:10,2/15/2021 11:20,8
2/15/2021 11:20,2/15/2021 11:30,16
2/15/2021 11:30,2/15/2021 11:40,20
2/15/2021 11:40,2/15/2021 11:50,25
2/15/2021 11:50,2/15/2021 12:00,31
2/15/2021 12:00,2/15/2021 12:10,13
2/15/2021 12:10,2/15/2021 12:20,3
2/15/2021 12:20,2/15/2021 12:30,1
2/15/2021 12:30,2/15/2021 12:40,0
2/15/2021 12:40,2/15/2021 12:50,0
2/15/2021 12:50,2/15/2021 13:00,0
2/15/2021 13:00,2/15/2021 13:10,0
2/15/2021 13:10,2/15/2021 13:20,0
2/15/2021 13:20,2/15/2021 13:30,2
2/15/2021 13:30,2/15/2021 13:40,2
2/15/2021 13:40,2/15/2021 13:50,1
2/15/2021 13:50,2/15/2021 14:00,0
2/15/2021 14:00,2/15/2021 14:10,1
2/15/2021 14:10,2/15/2021 14:20,2
2/15/2021 14:20,2/15/2021 14:30,3
2/15/2021 14:30,2/15/2021 14:40,2
2/15/2021 14:40,2/15/2021 14:50,2
2/15/2021 14:50,2/15/2021 15:00,2
2/15/2021 15:00,2/15/2021 15:10,2
2/15/2021 15:10,2/15/2021 15:20,3
2/15/2021 15:20,2/15/2021 15:30,3
2/15/2021 15:30,2/15/2021 15:40,3
2/15/2021 15:40,2/15/2021 15:50,2
2/15/2021 15:50,2/15/2021 16:00,2
2/15/2021 16:00,2/15/2021 16:10,3
2/15/2021 16:10,2/15/2021 16:20,3
2/15/2021 16:20,2/15/2021 16:30,6
2/15/2021 16:30,2/15/2021 16:40,8
2/15/2021 16:40,2/15/2021 16:50,9
2/15/2021 16:50,2/15/2021 17:00,10
2/15/2021 17:00,2/15/2021 17:10,13
2/15/2021 17:10,2/15/2021 17:20,15
2/15/2021 17:20,2/15/2021 17:30,17
2/15/2021 17:30,2/15/2021 17:40,20
2/15/2021 17:40,2/15/2021 17:50,23
2/15/2021 17:50,2/15/2021 18:00,18
2/15/2021 18:00,2/15/2021 18:10,14
2/15/2021 18:10,2/15/2021 18:20,13
2/15/2021 18:20,2/15/2021 18:30,9
2/15/2021 18:30,2/15/2021 18:40,7
2/15/2021 18:40,2/15/2021 18:50,6
2/15/2021 18:50,2/15/2021 19:00,8
2/15/2021 19:00,2/15/2021 19:10,10
2/15/2021 19:10,2/15/2021 19:20,11
2/15/2021 19:20,2/15/2021 19:30,10
2/15/2021 19:30,2/15/2021 19:40,11
2/15/2021 19:40,2/15/2021 19:50,14
2/15/2021 19:50,2/15/2021 20:00,13
2/15/2021 20:00,2/15/2021 20:10,8
2/15/2021 20:10,2/15/2021 20:20,6
2/15/2021 20:20,2/15/2021 20:30,6
2/15/2021 20:30,2/15/2021 20:40,6
2/15/2021 20:40,2/15/2021 20:50,6
2/15/2021 20:50,2/15/2021 21:00,6
2/15/2021 21:00,2/15/2021 21:10,6
2/15/2021 21:10,2/15/2021 21:20,7
2/15/2021 21:20,2/15/2021 21:30,6
2/15/2021 21:30,2/15/2021 21:40,6
2/15/2021 21:40,2/15/2021 21:50,8
2/15/2021 21:50,2/15/2021 22:00,12
2/15/2021 22:00,2/15/2021 22:10,18
2/15/2021 22:10,2/15/2021 22:20,18
2/15/2021 22:20,2/15/2021 22:30,19
2/15/2021 22:30,2/15/2021 22:40,20
2/15/2021 22:40,2/15/2021 22:50,21
2/15/2021 22:50,2/15/2021 23:00,25
2/15/2021 23:00,2/15/2021 23:10,30
2/15/2021 23:10,2/15/2021 23:20,32
2/15/2021 23:20,2/15/2021 23:30,34
2/15/2021 23:30,2/15/2021 23:40,36
2/15/2021 23:40,2/15/2021 23:50,37
2/15/2021 23:50,2/16/2021 00:00,38
2/16/2021 00:00,2/16/2021 00:10,41
2/16/2021 00:10,2/16/2021 00:20,48
2/16/2021 00:20,2/16/2021 00:30,40
2/16/2021 00:30,2/16/2021 00:40,21
2/16/2021 00:40,2/16/2021 00:50,11
2/16/2021 00:50,2/16/2021 01:00,8
2/16/2021 01:00,2/16/2021 01:10,9
2/16/2021 01:10,2/16/2021 01:20,11
2/16/2021 01:20,2/16/2021 01:30,10
2/16/2021 01:30,2/16/2021 01:40,10
2/16/2021 01:40,2/16/2021 01:50,10
2/16/2021 01:50,2/16/2021 02:00,9
2/16/2021 02:00,2/16/2021 02:10,8
2/16/2021 02:10,2/16/2021 02:20,8
2/16/2021 02:20,2/16/2021 02:30,8
2/16/2021 02:30,2/16/2021 02:40,8
2/16/2021 02:40,2/16/2021 02:50,8
2/16/2021 02:50,2/16/2021 03:00,8
2/16/2021 03:00,2/16/2021 03:10,8
2/16/2021 03:10,2/16/2021 03:20,8
2/16/2021 03:20,2/16/2021 03:30,9
